question,answer_choices,data_source
Many Thai markets now allow customers to pay using PromptPay instead of cash. How has the introduction of digital payment methods changed people's daily market shopping routine?,(A) Made shopping much harder \n (B) Made shopping much easier,social_value_survey
"Currently, Thai workers can receive Social Security retirement benefits at age 55.. Considering increasing life expectancy, how would people feel about gradually raising the retirement age to 60 over the next 10 years?",(A) Strongly oppose change \n (B) Strongly support change,social_value_survey
Many Thai workers interact with police at local police stations when requesting documents or filing reports.. How has the time required to complete paperwork at people's local police station changed since 2020?,(A) Takes much longer \n (B) Much faster,social_value_survey
Many news stories now include infographics and video clips shared through LINE. How helpful are these new multimedia formats in helping people understand complex news stories?,(A) Very confusing \n (B) Very helpful,social_value_survey
Some Thai libraries now offer children's reading programs in both Thai and English. How important is it for people's local library to provide bilingual Thai-English activities for children?,(A) Not at all important \n (B) Extremely important,social_value_survey
Many Thai homes and offices use air conditioning systems. How well do people understand the relationship between humidity levels and the effectiveness of air conditioning?,(A) No understanding \n (B) Complete understanding,social_value_survey
Music streaming services like JOOX and Spotify are becoming popular in Thailand. How has using music streaming apps changed people's monthly spending on music compared to buying CDs or downloads?,(A) Spending much less now \n (B) Spending much more now,social_value_survey
Government services like tax filing can now be done through mobile apps. How has people's experience with government services changed since they became available online?,(A) Much more difficult \n (B) Much easier,social_value_survey
Many Thai families live in multi-generational homes where adult children stay with parents while saving for their own house. How comfortable are people with living with family members to save money for a house down payment?,(A) Very uncomfortable \n (B) Very comfortable,social_value_survey
Many workers send monthly remittances to support family in rural areas. How has people's ability to financially support family members changed in the past year?,(A) Much worse \n (B) Much better,social_value_survey
Election news includes coverage of new parties and peopleng candidates using TikTok and Instagram. How has this new style of campaign coverage changed people's understanding of candidate policies?,(A) Much harder to understand \n (B) Much easier to understand,social_value_survey
"Many older adults in Thailand now use LINE app to connect with family members and join community groups. Compared to 5 years ago, how has LINE app changed the way people's older family members (aged 60+) participate in family discussions and decisions?",(A) Much less participation \n (B) Much more participation,social_value_survey
"Solar panels are becoming more common on Thai homes and factories. Compared to using regular electricity, how beneficial would installing solar panels be for people's household's expenses?",(A) Very costly \n (B) Very beneficial,social_value_survey
Some Thai workers combine traditional work (like farming or shop keeping) with platform work. How well does platform work (like Grab or GET) fit alongside people's traditional occupation?,(A) Very difficult to combine \n (B) Very easy to combine,social_value_survey
Many Thai parents use YouTube Kids as a babysitting tool while working from home. How has YouTube Kids affected people's ability to balance childcare with work responsibilities?,(A) Makes balancing much harder \n (B) Makes balancing much easier,social_value_survey
Think about healthcare services at people's local hospital or clinic. How has the quality of public healthcare services changed in people's area over the past 2 years?,(A) Much worse \n (B) Much better,social_value_survey
"In many Thai communities, Buddhist temples serve multiple roles - from religious ceremonies to community gatherings and education. How has the role of people's local temple in community activities changed over the past 5 years?",(A) Significantly decreased involvement \n (B) Significantly increased involvement,social_value_survey
"In many Thai factories, Muslim workers need to find their own space for daily prayers, sometimes using storage rooms or outdoor areas.. How important is it for workplaces to provide proper prayer spaces for workers of all religions?",(A) Not important at all \n (B) Extremely important,social_value_survey
Some Thai families are choosing to have fewer children than previous generations. How has having fewer children affected people's family's ability to maintain traditional family gatherings and celebrations?,(A) Much harder to maintain \n (B) Much easier to maintain,social_value_survey
"In many Thai neighborhoods, unmarried adults often live with their parents well into their 30s. How comfortable would people feel living with people's parents at age 35 if people were unmarried?",(A) Very uncomfortable \n (B) Very comfortable,social_value_survey
"Many Thai workplaces now have employees ranging from age 23 to 60 working together, particularly in Bangkok offices. How comfortable are people working in teams with colleagues from different age groups (Gen Z, Millennials, Gen X, Baby Boomers)?",(A) Very uncomfortable \n (B) Very comfortable,social_value_survey
Thailand's social security system provides healthcare and unemployment benefits. How well does the current social security system protect people from unexpected financial hardships?,(A) No protection at all \n (B) Complete protection,social_value_survey
"Thai cuisine is well-known globally, with Thai restaurants in many countries. Compared to other Asian cuisines (like Japanese or Korean), how has the international popularity of Thai food changed in the past 5 years?",(A) Much less popular \n (B) Much more popular,social_value_survey
"Thailand's universal healthcare system (30-baht scheme) covers most medical treatments. Compared to 10 years ago, how easy is it for people to access healthcare services at government hospitals?",(A) Much harder \n (B) Much easier,social_value_survey
Internet connectivity is expanding to rural areas through government programs. How has improved internet access affected communication with family members in other provinces?,(A) Much worse communication \n (B) Much better communication,social_value_survey
Many Thais now exercise at public parks or free outdoor gyms provided by local governments. How convenient is accessing public exercise facilities compared to 2 years ago?,(A) Much less convenient \n (B) Much more convenient,social_value_survey
Some Thai workers are shifting from traditional markets to online selling platforms like Shopee and Lazada. How has selling products online affected people's monthly income compared to traditional market selling?,(A) Much lower income \n (B) Much higher income,social_value_survey
Public transportation in Thailand implemented social distancing measures during COVID-19. How safe do people feel using public transportation now compared to during COVID-19 peaks?,(A) Much less safe \n (B) Much more safe,social_value_survey
"During the COVID-19 pandemic, false remedies like drinking bleach were shared on social media. Compared to 2019, how has people's ability to identify false health claims on social media changed?",(A) Much worse at identifying \n (B) Much better at identifying,social_value_survey
"Social media platforms like Facebook and LINE are now common places for Thai people to discuss politics. Compared to face-to-face conversations at people's workplace or home, how comfortable do people feel discussing politics on social media?",(A) Much less comfortable online \n (B) Much more comfortable online,social_value_survey
"In 2018, the minimum wage in Thailand increased from 300-310 baht to 308-330 baht per day. How did this minimum wage change affect people's ability to cover basic monthly expenses like food, rent, and utilities?",(A) Much harder to cover expenses \n (B) Much easier to cover expenses,social_value_survey
"Online banking apps often offer interfaces in multiple languages including Thai, English, and Chinese. How important is it for digital services to be available in people's preferred language?",(A) Not at all important \n (B) Extremely important,social_value_survey
"Street food vendors now often accept digital payments through apps like PromptPay and TrueMoney. Compared to older generations, how comfortable are people with replacing cash with digital payments for daily transactions?",(A) Much less comfortable \n (B) Much more comfortable,social_value_survey
Traditional medicine practitioners in Thailand increasingly combine ancient knowledge with modern scientific research. How do people view the combination of traditional Thai medicine with modern science?,(A) Strongly oppose \n (B) Strongly support,social_value_survey
"Many Thai workers now participate in online training courses. Compared to in-person training, how effective is online learning for developing people's job skills?",(A) Much less effective \n (B) Much more effective,social_value_survey
Many small shops now accept QR code payments through the Thai PromptPay system. How has the adoption of QR payments affected small businesses in people's community?,(A) Very negative impact \n (B) Very positive impact,social_value_survey
"The government introduced a tax rebate for domestic tourism expenses up to 15,000 baht. How much has this tax incentive encouraged people to travel within Thailand?",(A) Strongly discouraged \n (B) Strongly encouraged,social_value_survey
"Police checkpoints are common on Thai roads, especially during festivals and holidays.. Compared to 5 years ago, how fair are police officers when conducting vehicle checkpoints in people's area?",(A) Much less fair \n (B) Much more fair,social_value_survey
"Thai workers often face physical demands, from factory work to farming. How has people's physical stamina for work tasks changed compared to 10 years ago?",(A) Significantly decreased \n (B) Significantly increased,social_value_survey
Many Thai workers move back to their home provinces after retiring from urban jobs. How likely are people to relocate to a rural area to reduce living costs during retirement?,(A) Very unlikely \n (B) Very likely,social_value_survey
"Many workers use overtime pay to supplement their regular income.. Compared to 5 years ago, how has people's access to overtime work opportunities changed?",(A) Much less overtime available \n (B) Much more overtime available,social_value_survey
"Many workers maintain emergency savings in gold jewelry or gold bars. How confident are people in people's ability to handle unexpected expenses of 5,000 baht?",(A) Not at all confident \n (B) Very confident,social_value_survey
News outlets report on campaign spending limits (1.5 million baht per MP candidate). How well do news sources investigate and report on actual campaign spending in people's constituency?,(A) Very poor coverage \n (B) Very thorough coverage,social_value_survey
Many government announcements are now primarily shared through social media. How well can people keep up with important government announcements through social media compared to traditional methods?,(A) Much worse \n (B) Much better,social_value_survey
"Many Thai workers now use LINE groups to coordinate with coworkers and family members. Compared to 5 years ago, how has using LINE for work communication affected people's relationships with colleagues?",(A) Much worse relationships \n (B) Much better relationships,social_value_survey
Many Thai workers balance formal employment with side businesses or farming. How important is having multiple sources of income for people's financial security?,(A) Not important at all \n (B) Extremely important,social_value_survey
Facebook is commonly used to share job opportunities and workplace information among Thai workers. How useful is Facebook compared to job boards or company websites for finding work opportunities in people's field?,(A) Much less useful \n (B) Much more useful,social_value_survey
Buddhist temples often provide support and community for elderly Thais. How important is access to temples and religious communities in people's retirement planning?,(A) Not important at all \n (B) Very important,social_value_survey
Farmers often learn about climate change through village meetings and agricultural cooperatives. How useful would it be to have climate research explained using examples of changes in local crop yields and weather patterns?,(A) Not useful at all \n (B) Extremely useful,social_value_survey
Banks are promoting mobile banking apps instead of in-person services. How comfortable are people with replacing face-to-face banking transactions with automated mobile services?,(A) Very uncomfortable \n (B) Very comfortable,social_value_survey
"In recent years, some convicted persons in Thailand were later found innocent due to new evidence or DNA testing.. How concerned are people about the possibility of executing an innocent person?",(A) Not concerned at all \n (B) Extremely concerned,social_value_survey
Telemedicine services became available through hospital apps and LINE consultations. How comfortable would people be using video calls to consult with doctors for non-emergency health issues?,(A) Very uncomfortable \n (B) Very comfortable,social_value_survey
Many Thai workers now use LINE and Facebook for both personal communication and work-related tasks. How has people's reliance on social media apps for work communication changed compared to 5 years ago?,(A) Much less reliant \n (B) Much more reliant,social_value_survey
Many Thai government agencies now post official announcements on Facebook and Twitter. How has social media changed people's ability to stay informed about government services and announcements?,(A) Much harder to stay informed \n (B) Much easier to stay informed,social_value_survey
Many Thai families now use LINE group chats to coordinate family matters and stay connected. How has technology changed the way people's family makes important decisions compared to face-to-face discussions?,(A) Much less effective than before \n (B) Much more effective than before,social_value_survey
The Election Commission sends SMS notifications about voter registration status to registered mobile numbers. How helpful are the SMS notifications in keeping people informed about people's voter registration status?,(A) Not helpful at all \n (B) Very helpful,social_value_survey
Many Gen X workers commute between rural homes and urban workplaces. How has the development of transportation systems (like BTS/MRT in Bangkok or intercity highways) affected people's work-life balance?,(A) Much worse impact \n (B) Much better impact,social_value_survey
"Local markets and shopping malls have changed their operations since COVID-19 began. Compared to 2019, how has news coverage of COVID-19 affected people's shopping habits at local markets?",(A) Shop much less often \n (B) Shop much more often,social_value_survey
"In many Thai families today, both parents work full-time jobs while grandparents help care for children. Compared to 10 years ago, how has the involvement of grandparents in daily childcare changed in people's family or community?",(A) Much less involvement \n (B) Much more involvement,social_value_survey
"Some companies want to edit coconut palm genes to produce trees that grow faster and shorter, making harvesting easier. How do people feel about changing traditional coconut farming by using gene-edited palms that are shorter and faster-growing?",(A) Strongly disapprove \n (B) Strongly approve,social_value_survey
Government hospitals offer free prenatal care and delivery services. How accessible are maternal healthcare services in people's area compared to 5 years ago?,(A) Much less accessible \n (B) Much more accessible,social_value_survey
Healthcare costs can cause significant financial strain for many families. How difficult is it for people to pay for necessary medical treatment or medicines?,(A) Extremely difficult \n (B) Not difficult at all,social_value_survey
Social media platforms like LINE and Facebook are increasingly used for work communication in Thailand. How effective do people find using social media for work compared to traditional face-to-face meetings?,(A) Much less effective \n (B) Much more effective,social_value_survey
"Some Thai companies are allowing employees to work from home 2-3 days per week, while others require full-time office presence. How would a hybrid work arrangement (mixing office and remote work) affect people's job satisfaction compared to working fully at the office?",(A) Much worse \n (B) Much better,social_value_survey
"Community Facebook groups often share updates about local events, crime alerts, and road conditions. How has access to these online community updates changed people's awareness of local issues compared to 2 years ago?",(A) Much less aware \n (B) Much more aware,social_value_survey
Many Thai workers participate in karaoke after work or during office parties. How does singing karaoke with colleagues affect people's workplace relationships?,(A) Strongly damages relationships \n (B) Strongly improves relationships,social_value_survey
Morning news shows on TV often discuss daily consumer goods prices at fresh markets. How useful is TV news coverage of market prices in helping people plan people's household spending?,(A) Not at all useful \n (B) Extremely useful,social_value_survey
Thai media increasingly shows same-sex couples in TV shows and advertisements.. How has people's view on same-sex marriage changed over the past 5 years?,(A) Become much more negative \n (B) Become much more positive,social_value_survey
"Political messages often spread quickly through social media during election periods. When people see political claims on social media, how often do people check multiple news sources before sharing?",(A) Never check \n (B) Always check multiple sources,social_value_survey
Social media is often used to maintain connections with family members working in different provinces. How has social media changed people's ability to stay connected with family members working away from home?,(A) Much harder to stay connected \n (B) Much easier to stay connected,social_value_survey
Online shopping platforms like Shopee and Lazada store people's browsing and purchase history. How do people feel about receiving personalized product recommendations based on people's shopping history?,(A) Very uncomfortable \n (B) Very comfortable,social_value_survey
"During the 2022 Bangkok governor election, different news sources reported very different versions of candidate promises and qualifications. How easy was it for people to find trustworthy information about the candidates' actual policies and backgrounds?",(A) Very difficult \n (B) Very easy,social_value_survey
Many government services like welfare registration and tax filing are now primarily online. How has moving government services online affected people's ability to access them compared to 5 years ago?,(A) Much harder to access \n (B) Much easier to access,social_value_survey
Some workers receive requests from family members to send more money than usual. How comfortable do people feel discussing money matters with people's family when they ask for additional support?,(A) Very uncomfortable \n (B) Very comfortable,social_value_survey
Many Thai workers now get news from social media like Facebook and Line instead of traditional TV channels like Channel 3 or 7. How has this shift to social media news affected people's understanding of important issues compared to 5 years ago?,(A) Much worse understanding \n (B) Much better understanding,social_value_survey
Internet installation in Thailand can take anywhere from 1 day to 2 weeks. How satisfied were people with the time it took to install people's current internet service?,(A) Very unsatisfied \n (B) Very satisfied,social_value_survey
Many communities experience changes in air quality during burning season or high traffic periods. How has air quality in people's area changed compared to 2 years ago?,(A) Much worse now \n (B) Much better now,social_value_survey
AI systems are being used in Bangkok traffic lights to manage congestion. How effective are AI-controlled traffic lights compared to traditional fixed-time signals in people's area?,(A) Much worse \n (B) Much better,social_value_survey
Some Thai businesses prefer hiring foreign workers because they accept lower wages. Should the government require companies to pay equal wages to Thai and foreign workers for the same job?,(A) Strongly oppose equal wages \n (B) Strongly support equal wages,social_value_survey
The government provides monthly welfare payments of 600-1000 baht to low-income citizens. How much has this welfare program helped improve people's family's financial situation?,(A) Made things worse \n (B) Greatly improved situation,social_value_survey
"The minimum daily wage in Thailand varies by province, ranging from 313 to 336 baht. How fair do people think the current minimum wage is in people's province considering local living costs?",(A) Very unfair \n (B) Very fair,social_value_survey
Many rural Thai students must relocate to Bangkok for technical training programs. How beneficial would it be to have foreign companies establish technical training centers in provincial areas like Khon Kaen or Chiang Mai?,(A) Very harmful \n (B) Very beneficial,social_value_survey
Online shopping platforms like Shopee and Lazada offer products from both urban and rural sellers. How has people's access to products from other provinces changed since people started using online shopping platforms?,(A) Much less access \n (B) Much more access,social_value_survey
"Some Thai companies prefer to promote men to management positions, especially in traditional industries. In people's workplace, how equal are promotion opportunities between equally qualified men and women?",(A) Very unequal \n (B) Very equal,social_value_survey
Some villages use community monitoring systems to watch for drug dealing. How comfortable are people with neighbors reporting suspected drug activity to authorities?,(A) Very uncomfortable \n (B) Very comfortable,social_value_survey
Many Thai farmers now sell directly to consumers through e-commerce platforms. How likely are people to buy agricultural products directly from farmers online instead of from traditional markets?,(A) Much less likely \n (B) Much more likely,social_value_survey
"Gene editing could make durian more resistant to diseases and produce higher yields for farmers. If it meant better income for farmers, would people support using gene editing to improve durian crops?",(A) Strongly oppose \n (B) Strongly support,social_value_survey
"Thai students often choose between studying in the US, China, or other countries. Compared to 5 years ago, how attractive is studying in the US for peopleng Thai people people know?",(A) Much less attractive \n (B) Much more attractive,social_value_survey
Some Thai companies offer higher salaries to employees who can speak English fluently. How fair is it that workers who speak English often receive higher pay than those who only speak Thai?,(A) Very unfair \n (B) Very fair,social_value_survey
Emergency medical services response times can vary between urban and rural areas. How confident are people in getting timely emergency medical care where people live and work?,(A) Not at all confident \n (B) Very confident,social_value_survey
Many Thai workers use smartphones to watch entertainment during long commutes. How has smartphone entertainment changed people's daily BTS/MRT/bus journey experience?,(A) Much worse experience \n (B) Much better experience,social_value_survey
"Traditional markets (talad) operate in early mornings and evenings, while modern convenience stores are open 24/7. How does shopping at 7-Eleven or Family Mart affect people's free time compared to shopping at local markets?",(A) Much less convenient for my schedule \n (B) Much more convenient for my schedule,social_value_survey
Some platforms offer incentives like bonus pay during festivals or rainy season. How important are special incentives and bonuses in people's decision to continue platform work?,(A) Not at all important \n (B) Very important,social_value_survey
"In 2023, Thailand began discussing a draft law to recognize same-sex marriages, which would give LGBTQ+ couples similar legal rights as heterosexual couples. How would people feel about a same-sex couple living next door to people in people's apartment building or village?",(A) Very uncomfortable \n (B) Very comfortable,social_value_survey
"The Royal Thai Armed Forces maintain bases and conduct operations throughout the country. When people see military personnel in people's community, how does it impact people's feeling of safety?",(A) Makes me feel much less safe \n (B) Makes me feel much safer,social_value_survey
Government announcements about minimum wage changes are covered differently by various news sources. How consistent is the information about worker policies across different news channels?,(A) Very inconsistent \n (B) Very consistent,social_value_survey
Many Thai workers now use mobile banking apps like PromptPay and TrueMoney for daily transactions at local markets and shops. How has people's comfort level with sharing financial information through mobile apps changed since 2019?,(A) Much less comfortable \n (B) Much more comfortable,social_value_survey
Some Thai companies require employees to wear uniforms while others allow casual dress. How does dress code flexibility affect people's job satisfaction?,(A) Very negatively \n (B) Very positively,social_value_survey
Political discussions often occur at local coffee shops and restaurants. How has the tone of political conversations in public places changed in people's area over the last 3 years?,(A) Much more hostile \n (B) Much more respectful,social_value_survey
"Food delivery apps like Grab Food and Food Panda are common in Thai cities but less available in rural areas. Compared to 2 years ago, how has people's spending on food delivery apps changed?",(A) Decreased significantly \n (B) Increased significantly,social_value_survey
"English language proficiency is increasingly required in Thai workplaces, with some companies offering 3,000-5,000 baht monthly extra for strong English skills. How important is studying English as part of higher education for career success in Thailand today?",(A) Not at all important \n (B) Extremely important,social_value_survey
Many Thai workers need to upload files to cloud services like Google Drive for work. How satisfied are people with people's internet speed when uploading large files (over 100MB)?,(A) Very dissatisfied \n (B) Very satisfied,social_value_survey
Online scams targeting Thai users through LINE and SMS are increasing. How has people's ability to identify potential scams changed in the past year?,(A) Much worse at identifying \n (B) Much better at identifying,social_value_survey
"During the COVID-19 pandemic, many journalists reported on market prices, government relief programs, and public health measures. How useful was journalists' coverage in helping people make daily decisions about health and finances during the pandemic?",(A) Not useful at all \n (B) Extremely useful,social_value_survey
Remote work technology allows some Thai employees to work from home or different provinces. How has the ability to work remotely affected people's relationship with family and community?,(A) Much worse relationships \n (B) Much better relationships,social_value_survey
Internet providers might charge extra fees to ensure faster access to online gaming servers.. How willing would people be to pay more for faster access to specific online services people use regularly?,(A) Not at all willing \n (B) Very willing,social_value_survey
Many Thai workers now use mobile banking apps like PromptPay to receive their salary and pay bills. How has people's ability to manage monthly expenses changed since people started using mobile banking apps compared to using cash?,(A) Much more difficult \n (B) Much easier,social_value_survey
Some Thai companies now offer health insurance benefits to same-sex partners of their employees.. Should same-sex partners receive the same workplace benefits (like health insurance and leave for family care) as heterosexual married couples?,(A) Strongly oppose \n (B) Strongly support,social_value_survey
Rural health centers provide basic care but may refer patients to provincial hospitals. How convenient is it for people to access specialized medical care when referred to a larger hospital?,(A) Very inconvenient \n (B) Very convenient,social_value_survey
Consider people's ability to save money from people's monthly income. How has people's capacity to save money changed in the past year?,(A) Much harder to save \n (B) Much easier to save,social_value_survey
News websites often use clickbait headlines like 'You won't believe what happened in Siam Paragon!'. How often do people find that online news headlines match the actual content of the stories?,(A) Never match \n (B) Always match,social_value_survey
"Many banks in Thailand now use AI chatbots for customer service instead of human staff. When dealing with people's bank, how comfortable are people talking to an AI system instead of a human worker?",(A) Very uncomfortable \n (B) Very comfortable,social_value_survey
Many Thai families reduced visits to elderly relatives during COVID-19 to protect them. How comfortable do people now feel visiting elderly family members compared to during the peak of COVID-19?,(A) Much less comfortable \n (B) Much more comfortable,social_value_survey
Many condominiums now include fitness facilities and swimming pools. How has having exercise facilities in people's residence affected people's weekly exercise routine?,(A) Exercise much less \n (B) Exercise much more,social_value_survey
Traditional markets (talad) compete with modern retail chains for both customers and workers. How has the growth of large retail chains in people's area affected local employment opportunities?,(A) Very negative impact \n (B) Very positive impact,social_value_survey
Traditional fermented foods like pla ra (fermented fish sauce) are now being produced in modern factories instead of home-made. How does factory-made pla ra compare to traditional home-made versions in terms of flavor?,(A) Factory version much worse \n (B) Factory version much better,social_value_survey
Many Thai businesses now require English language skills for technical positions. How important is English language proficiency for accessing STEM training and job opportunities?,(A) Not important at all \n (B) Extremely important,social_value_survey
Many Thai companies now require employees to check work email on Line or personal phones after office hours. How has checking work emails outside office hours (6pm-9am) affected people's work-life balance compared to 2 years ago?,(A) Much worse balance \n (B) Much better balance,social_value_survey
"5G networks are being installed across Thailand, starting in major cities. How much would faster internet through 5G improve people's work productivity?",(A) Would decrease productivity \n (B) Would greatly increase productivity,social_value_survey
"Many Thai workers now use food delivery apps like Grab, LineMan, and FoodPanda for meals during their breaks. How has using food delivery apps changed the way people spend people's lunch break compared to 3 years ago?",(A) Much less enjoyable break time \n (B) Much more enjoyable break time,social_value_survey
Many Thai workers send money back to their families in rural provinces using services like TrueMoney or PromptPay. How has people's ability to send money home changed since last year?,(A) Much harder to send money \n (B) Much easier to send money,social_value_survey
Rural development programs increasingly focus on women's economic empowerment. How has women's participation in community decision-making changed in people's village/neighborhood over the last 5 years?,(A) Much less participation \n (B) Much more participation,social_value_survey
Consider people's work schedule flexibility for important family events like Songkran or relatives' weddings. How easily can people take time off work for family obligations?,(A) Very difficult \n (B) Very easy,social_value_survey
"Platform workers can now access multiple types of work (delivery, taxi, housekeeping) through different apps. How has the ability to switch between different types of platform work affected people's monthly earnings?",(A) Significantly decreased \n (B) Significantly increased,social_value_survey
"Thailand has trade agreements with many countries, including China and Japan, affecting prices of everyday goods like smartphones and motorcycles. How do people feel about Thailand increasing trade with other Asian countries if it means local products like Thai rice cookers might face more competition but imported goods become cheaper?",(A) Strongly oppose increased trade \n (B) Strongly support increased trade,social_value_survey
Many Thai workers use group chats to coordinate shifts and work schedules. How has group messaging affected people's work schedule coordination compared to phone calls?,(A) Much less efficient \n (B) Much more efficient,social_value_survey
"Many Thai celebrities and influencers share news and current events on their social media accounts. When a famous Thai celebrity shares news on social media, how does it affect people's likelihood to believe that news?",(A) Much less likely to believe \n (B) Much more likely to believe,social_value_survey
Some rural businesses now accept digital payments through PromptPay or mobile banking. How has the shift to digital payments affected people's daily business transactions?,(A) Much more difficult \n (B) Much easier,social_value_survey
"In Thailand's 2019 election, some voters found their names missing from voter lists at their local temple polling station despite having proper ID cards. How confident are people that people's name will be correctly listed in the voter files at people's usual polling station for the next election?",(A) Not confident at all \n (B) Completely confident,social_value_survey
Some Thai news channels focus mainly on Bangkok issues while others cover rural concerns. How well do mainstream news channels represent the problems facing people's local community?,(A) Very poorly represented \n (B) Very well represented,social_value_survey
"During the COVID-19 pandemic, some Thai students struggled with online learning due to slow internet speeds.. How important is it that all educational websites and apps have equally fast access?",(A) Not important at all \n (B) Extremely important,social_value_survey
Some online surveys require uploading photos of products or receipts. How does the requirement to upload images affect people's likelihood of completing a survey?,(A) Much less likely \n (B) Much more likely,social_value_survey
Many Thai workers use mobile phones to follow news about government benefits and social welfare programs. How reliable do people find official government information received through mobile apps?,(A) Very unreliable \n (B) Very reliable,social_value_survey
Some migrant workers send their children to Thai public schools alongside Thai students. How do people feel about migrant children attending the same schools as Thai children?,(A) Strongly oppose \n (B) Strongly support,social_value_survey
Many Thai journalists now use social media platforms like LINE and Facebook to share breaking news. How has the speed of news delivery through social media affected the accuracy of news reporting in people's local area?,(A) Much less accurate \n (B) Much more accurate,social_value_survey
Social media platforms are increasingly used to preserve and share local traditions. How has sharing local festivals and traditions on social media affected people's community's cultural preservation?,(A) Strongly weakened \n (B) Strongly strengthened,social_value_survey
Many Thai convenience stores now use self-checkout machines instead of cashiers. How has the introduction of self-checkout machines at 7-Eleven and other stores affected people's daily shopping experience?,(A) Much worse experience \n (B) Much better experience,social_value_survey
Many elderly Thais help care for grandchildren while parents work.. How has this childcare role of grandparents changed in people's community over the past 5 years?,(A) Much less involvement \n (B) Much more involvement,social_value_survey
Weather forecasts and warnings spread through various channels including official and unofficial sources. How carefully do people check if weather warnings are from official sources before taking action?,(A) Never check sources \n (B) Always check sources,social_value_survey
"Scientists can edit genes to make fruits stay fresh longer in hot weather, which could reduce food waste in markets. Would people buy fruits that have been gene-edited to last longer in Thailand's hot climate?",(A) Definitely would not buy \n (B) Definitely would buy,social_value_survey
"Thailand experienced severe flooding in 2011 and continues to face annual flood risks. Compared to 10 years ago, how has people's knowledge about flood prevention and preparation changed?",(A) Much worse than before \n (B) Much better than before,social_value_survey
Traditional medicine and modern healthcare often coexist in Thai communities.. How well does the current health system support people's choice between traditional Thai medicine and modern medical treatment?,(A) No support at all \n (B) Excellent support,social_value_survey
Many communities organized food sharing and support systems during COVID-19 lockdowns. How has this experience changed community cooperation in people's area?,(A) Much less community support now \n (B) Much more community support now,social_value_survey
Many Thais use LINE for both personal communication and work-related messages. How has using LINE affected people's work-life balance compared to traditional phone calls and SMS?,(A) Much worse balance \n (B) Much better balance,social_value_survey
Political discussions now happen in Facebook comments and Line groups. How comfortable do people feel expressing people's political views online compared to face-to-face conversations?,(A) Much less comfortable online \n (B) Much more comfortable online,social_value_survey
International schools in Thailand often prefer native English speakers as teachers over Thai teachers with similar qualifications. How much do people agree that Thai teachers should receive equal consideration for English teaching positions at international schools?,(A) Strongly disagree \n (B) Strongly agree,social_value_survey
Chinese tourists made up 28% of Thailand's international visitors before COVID-19. How has the return of Chinese tourists affected people's local community's economy?,(A) Very negative impact \n (B) Very positive impact,social_value_survey
Many Thai workers share news through Line groups with family and colleagues. How often do people verify news from Line groups before sharing it with others?,(A) Never verify \n (B) Always verify,social_value_survey
"Political discussions during family gatherings have become more tense in recent years. During Songkran or New Year gatherings, how comfortable do people feel discussing politics with people's extended family?",(A) Very uncomfortable \n (B) Very comfortable,social_value_survey
"Social media platforms like Facebook and Line are increasingly popular sources of news in Thailand. Compared to 2 years ago, how has people's trust in news from social media changed?",(A) Much less trust now \n (B) Much more trust now,social_value_survey
Many Thai workers try to save money through various means like savings groups or bank accounts.. How has people's ability to save money changed compared to last year?,(A) Much harder to save \n (B) Much easier to save,social_value_survey
Many Thai elders participate in temple activities and community groups.. How has COVID-19 affected older adults' participation in community activities in people's area?,(A) Severely reduced participation \n (B) Greatly increased participation,social_value_survey
Some Thai temples now accept digital donations through QR codes. How comfortable are people making merit or donations electronically compared to traditional methods?,(A) Very uncomfortable \n (B) Very comfortable,social_value_survey
"In many Thai communities, local health volunteers visit homes to check blood pressure and diabetes risk. How has the quality of preventive healthcare in people's community changed in the past 5 years?",(A) Much worse \n (B) Much better,social_value_survey
Traditional markets are being replaced by modern supermarkets and online shopping platforms.. How well can elderly people in people's community access their daily needs compared to 10 years ago?,(A) Much harder access \n (B) Much easier access,social_value_survey
Social media platforms like Facebook and TikTok show different content to different users. How accurately do these platforms suggest products and services that match people's actual needs and interests?,(A) Very inaccurate \n (B) Very accurate,social_value_survey
"Health insurance coverage varies widely among Thai workers, with some relying solely on the 30-baht scheme. How confident are people about covering unexpected medical expenses?",(A) Not at all confident \n (B) Very confident,social_value_survey
Many rural shops now accept QR code payments through mobile banking. How has the ability to pay by QR code changed people's daily shopping experience compared to using cash?,(A) Much less convenient \n (B) Much more convenient,social_value_survey
Internet providers often send technicians to homes for repairs in Thailand. How satisfied are people with the response time when people report internet problems?,(A) Very unsatisfied \n (B) Very satisfied,social_value_survey
"News about rice prices and farming conditions affects millions of Thai agricultural workers. When people compare news reports about farming conditions to people's own experience or that of farmers people know, how accurate is the coverage?",(A) Completely inaccurate \n (B) Perfectly accurate,social_value_survey
Some companies use fingerprint scanning for attendance. How has digital attendance tracking affected workplace punctuality?,(A) Much less punctual \n (B) Much more punctual,social_value_survey
The cost of living in Thailand has increased significantly in recent years.. How adequate is the government's 600-1000 baht monthly elderly allowance for basic needs in people's area?,(A) Completely inadequate \n (B) More than adequate,social_value_survey
Some Thai businesses display rainbow flags to show they welcome LGBTQ+ customers. How likely would people be to regularly visit a local restaurant or shop that actively promotes itself as LGBTQ+ friendly?,(A) Very unlikely \n (B) Very likely,social_value_survey
Many government services now require using the Thai national ID smart card system.. How much do people trust government agencies to properly handle and protect people's personal information in their computer systems?,(A) No trust at all \n (B) Complete trust,social_value_survey
